Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent
72;Smart Fit;Analista de Trade Marketing Pleno - PMO;São Paulo (SP);30/04 16:00;https://www.linkedin.com/jobs/view/4406719021/;https://media.licdn.com/dms/image/v2/D4D0BAQECRE_EBZa09w/company-logo_100_100/B4DZvmwh6fKAAQ-/0/1769103041092/gruposmartfit_logo?e=1779321600&v=beta&t=mR7X890Ft4N2n8N4KGz17TkoZf-zF6Ch9vwm5OLGcMo;Produtos > Product Manager;https://www.linkedin.com/company/smart-fit/about/;IT;LinkedIn (Easy Apply);smart fit;1.0;https://www.linkedin.com/jobs/view/4406719021/;https://www.linkedin.com/jobs/view/4406719021/;On-site;Mid, Associate, PMO, Marketing/Mídia;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
73;Smart Fit;Gerente de Projetos (PJ);São Paulo (SP);30/04 10:00;https://www.linkedin.com/jobs/view/4406487199/;https://media.licdn.com/dms/image/v2/D4D0BAQECRE_EBZa09w/company-logo_100_100/B4DZvmwh6fKAAQ-/0/1769103041092/gruposmartfit_logo?e=1779321600&v=beta&t=mR7X890Ft4N2n8N4KGz17TkoZf-zF6Ch9vwm5OLGcMo;Middle > Manager;https://www.linkedin.com/company/smart-fit/about/;IT;LinkedIn (Easy Apply);smart fit;1.0;https://www.linkedin.com/jobs/view/4406487199/;https://www.linkedin.com/jobs/view/4406487199/;Hybrid;Freelance/PJ, Mid, Liderança/Gerência;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
74;Somewhere;Project Coordinator - 58905980514;América Latina;29/04 17:00;https://www.linkedin.com/jobs/view/4399409678/;https://media.licdn.com/dms/image/v2/C560BAQEo6iv4QWT2qQ/company-logo_100_100/company-logo_100_100/0/1657197910492/shepherd_logo?e=1779321600&v=beta&t=JRzSH5sQhSJgp6jQk9WalFbN6l3_RCnCR2TlYvoZRmI;-;https://www.linkedin.com/company/somewhere/about/;Marketing;Recruit CRM;somewhere;3.0;https://www.linkedin.com/jobs/view/4399409678/;https://recruitcrm.io/apply/17756617947880072484sEy?source=LinkedIn+Feed&utm_source=linkedin;Remote;Mid;30/04/2026;;;;;;América Latina
75;Stefanini Group;Gerente de projetos;São Paulo (SP);30/04 09:00;https://www.linkedin.com/jobs/view/4408778318/;https://media.licdn.com/dms/image/v2/D560BAQGxw8ejZKpVTA/company-logo_100_100/company-logo_100_100/0/1689014804966/stefanini_logo?e=1779321600&v=beta&t=YLs_i7Bat9ZgPXyjPbjW-Fu3bEaqaLmUMmYu1WZYf9c;Middle > Manager;https://www.linkedin.com/company/stefanini-group/about/;Marketing;LinkedIn (Easy Apply);stefanini group;1.0;https://www.linkedin.com/jobs/view/4408778318/;https://www.linkedin.com/jobs/view/4408778318/;On-site;Mid, Liderança/Gerência;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
76;TMB;Analista de Projetos;São José dos Campos (SP);30/04 13:00;https://www.linkedin.com/jobs/view/4406491961/;https://media.licdn.com/dms/image/v2/D4D0BAQEhrL9kBX3HHg/company-logo_100_100/B4DZjniU.xHwAk-/0/1756231193005/tmb_temmaisnoboleto_logo?e=1779321600&v=beta&t=adWzF6m7WREPW4g1kDL5bqQw5u1V6sHOPuwaHfl_zqc;Advanced > Specialist;https://www.linkedin.com/company/tmb/about/;Marketing;Totvs;tmb;1.0;https://www.linkedin.com/jobs/view/4406491961/;https://atracaodetalentos.totvs.app/tmb/462/analista-de-projetos;On-site;Associate;30/04/2026;São José dos Campos;São Paulo;SP;Região Sudeste;Brasil;América do Sul
77;TPF Engenharia;Assistente de Produto (Vaga exclusiva para PCD);Recife (PE);30/04 13:00;https://www.linkedin.com/jobs/view/4406705144/;https://media.licdn.com/dms/image/v2/D4D0BAQFVX_3w8ILgyA/company-logo_100_100/company-logo_100_100/0/1729624608351/tpfengenharia_logo?e=1779321600&v=beta&t=iHOrejrhRMVGFhj_IKV2ZTEClPHW3bww_Gta5_3Bmu0;-;https://www.linkedin.com/company/tpf-engenharia/about/;Marketing;recrut.ai;tpf engenharia;1.0;https://www.linkedin.com/jobs/view/4406705144/;https://tpfengenharia.jobs.recrut.ai/job/4ZC8QD?source=linkedin;On-site;PCD / Afirmativa, Associate;30/04/2026;Recife;Pernambuco;PE;Região Nordeste;Brasil;América do Sul
78;Talent Scout;Creative Operations Manager;América Latina;30/04 11:00;https://www.linkedin.com/jobs/view/4407395696/;https://media.licdn.com/dms/image/v2/D4E0BAQEszEopAzSByg/company-logo_100_100/B4EZYVzSsFHYAU-/0/1744122489919?e=1779321600&v=beta&t=yy9KcI_O4kcWg3X3azS8pQ-VucmNzXA5ZgbckJRt_bg;Operations > Operations Manager;https://www.linkedin.com/company/talent-scout/about/;IT;app.loxo.co;talent scout;1.0;https://www.linkedin.com/jobs/view/4407395696/;https://app.loxo.co/job/MzcwNzcteXpranFiYjJ2b3lsNHZkcg==?t=1771616794737;Remote;Liderança/Gerência;30/04/2026;;;;;;América Latina
79;TalentX Digital [Attract.Ignite.Triumph.];Delivery Manager (Senior);Campinas (SP);30/04 17:00;https://www.linkedin.com/jobs/view/4406724127/;https://media.licdn.com/dms/image/v2/D4D0BAQGMLGofwU2V7A/company-logo_100_100/company-logo_100_100/0/1702079383441?e=1779321600&v=beta&t=ppq1cWfUNQphRtwWkdKW3jhhcXq2xNG1klobPNHjnB4;Operations > Delivery Manager;https://www.linkedin.com/company/talentx-digital-attract-ignite-triumph/about/;IT;LinkedIn (Easy Apply);talentx digital [attract.ignite.triumph.];1.0;https://www.linkedin.com/jobs/view/4406724127/;https://www.linkedin.com/jobs/view/4406724127/;Hybrid;Senior, Liderança/Gerência, Delivery/SDM;30/04/2026;Campinas;São Paulo;SP;Região Sudeste;Brasil;América do Sul
80;Tata Consultancy Services;Scrum Master;São Paulo (SP);30/04 10:00;https://www.linkedin.com/jobs/view/4408785534/;https://media.licdn.com/dms/image/v2/D4D0BAQGsGR9p4ikS5w/company-logo_100_100/company-logo_100_100/0/1708946550425/tata_consultancy_services_logo?e=1779321600&v=beta&t=W0JqQ3oRlpCKRiWGO07FHS0dn6ObTdlUWCSBgNDck8s;Agility > Scrum Master;https://www.linkedin.com/company/tata-consultancy-services/about/;Other;LinkedIn (Easy Apply);tata consultancy services;1.0;https://www.linkedin.com/jobs/view/4408785534/;https://www.linkedin.com/jobs/view/4408785534/;Hybrid;Scrum/Agile;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
81;TikTok;Category Manager Project Intern (TikTok Shop Fashion) - 2026 Start (BS/MS);São Paulo (SP);29/04 17:00;https://www.linkedin.com/jobs/view/4354797144/;https://media.licdn.com/dms/image/v2/D560BAQHYzDOZhwEZ7Q/company-logo_100_100/B56Zl_CaXSIAAU-/0/1758772964879/tiktok_logo?e=1779321600&v=beta&t=E5_3SKvnVV2mJ5ZkewSj3JTw5TV61j1dXKJZFC24or0;Middle > Manager;https://www.linkedin.com/company/tiktok/about/;Fashion & Beauty;lifeattiktok.com;tiktok;3.0;https://www.linkedin.com/jobs/view/4354797144/;https://lifeattiktok.com/search/7594751230367598901?spread=5MWH5CQ;On-site;Intern, Liderança/Gerência;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
82;UNOPS;Project Management Support - Senior Analyst;Belo Horizonte (MG);30/04 16:00;https://www.linkedin.com/jobs/view/4406720073/;https://media.licdn.com/dms/image/v2/C560BAQHgjhhTfxYTLg/company-logo_100_100/company-logo_100_100/0/1631300671981?e=1779321600&v=beta&t=2juVpyPHXLbyQKrv7Xt_RaBQVuFGW9wdMTu0gmO_hNA;Middle > Manager;https://www.linkedin.com/company/unops/about/;Marketing;careers.unops.org;unops;1.0;https://www.linkedin.com/jobs/view/4406720073/;https://careers.unops.org/careersmarketplace/JobDetail/Project-Management-Support-Senior-Analyst-Especialista-s-nior-Gest-o-de-projetos-de-infraestrutura/2950?src=LinkedIn;On-site;Senior;30/04/2026;Belo Horizonte;Minas Gerais;MG;Região Sudeste;Brasil;América do Sul
83;UNOPS;Project Management Support - Officer;Brasília (DF);29/04 17:00;https://www.linkedin.com/jobs/view/4406714595/;https://media.licdn.com/dms/image/v2/C560BAQHgjhhTfxYTLg/company-logo_100_100/company-logo_100_100/0/1631300671981?e=1779321600&v=beta&t=2juVpyPHXLbyQKrv7Xt_RaBQVuFGW9wdMTu0gmO_hNA;Middle > Manager;https://www.linkedin.com/company/unops/about/;Marketing;careers.unops.org;unops;1.0;https://www.linkedin.com/jobs/view/4406714595/;https://careers.unops.org/careersmarketplace/JobDetail/Project-Management-Support-Officer-Analista-Medidas-estruturais-obras-de-redu-o-de-riscos/3006?src=LinkedIn;On-site;-;30/04/2026;;Distrito Federal;DF;Região Centro-Oeste;Brasil;América do Sul
84;UNOPS;Project Management Support - Senior Associate;Brasília (DF);29/04 17:00;https://www.linkedin.com/jobs/view/4406700963/;https://media.licdn.com/dms/image/v2/C560BAQHgjhhTfxYTLg/company-logo_100_100/company-logo_100_100/0/1631300671981?e=1779321600&v=beta&t=2juVpyPHXLbyQKrv7Xt_RaBQVuFGW9wdMTu0gmO_hNA;Middle > Manager;https://www.linkedin.com/company/unops/about/;Marketing;careers.unops.org;unops;1.0;https://www.linkedin.com/jobs/view/4406700963/;https://careers.unops.org/careersmarketplace/JobDetail/Project-Management-support-senior-associate-Especialista-j-nior-1-em-planejamento-de-infraestrutura/2951?src=LinkedIn;On-site;Senior, Associate;30/04/2026;;Distrito Federal;DF;Região Centro-Oeste;Brasil;América do Sul
85;Universidade de Passo Fundo;Analista de Projetos;Passo Fundo (RS);30/04 15:00;https://www.linkedin.com/jobs/view/4406704581/;https://media.licdn.com/dms/image/v2/C4D0BAQEAkTvnPcFLng/company-logo_100_100/company-logo_100_100/0/1678825646293/universidade_de_passo_fundo_logo?e=1779321600&v=beta&t=zrP1SaqsXu8tl20a0pQcw2DetE09wFjgq8ZbqxREiPg;Advanced > Specialist;https://www.linkedin.com/company/universidade-de-passo-fundo/about/;Education;LinkedIn (Easy Apply);universidade de passo fundo;1.0;https://www.linkedin.com/jobs/view/4406704581/;https://www.linkedin.com/jobs/view/4406704581/;On-site;Associate;30/04/2026;Passo Fundo;Rio Grande do Sul;RS;Região Sul;Brasil;América do Sul
86;V.tal;Especialista de Projetos (PMO) | Portfólio Operações & Engenharia;São Paulo (SP);30/04 11:00;https://www.linkedin.com/jobs/view/4406472814/;https://media.licdn.com/dms/image/v2/D4D0BAQEV7Udy9Yb7jQ/company-logo_100_100/B4DZcTHFiSGYAQ-/0/1748372314672/v_tal_logo?e=1779321600&v=beta&t=o8vkJOJQxs9In8rxBomdtHXRADb1zfUMYB0XTOXYohw;Advanced > Specialist;https://www.linkedin.com/company/v-tal/about/;Marketing;Gupy;v.tal;1.0;https://www.linkedin.com/jobs/view/4406472814/;https://vtal.gupy.io/jobs/11192509?jobBoardSource=linkedin;On-site;Specialist, PMO, Engenharia Geral;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
87;Vertiv;Project Coordinator;São Paulo (SP);29/04 17:00;https://www.linkedin.com/jobs/view/4386488895/;https://media.licdn.com/dms/image/v2/D4E0BAQEcVIdwkXTu3A/company-logo_100_100/B4EZdkGpLHH0AQ-/0/1749731153187/vertiv_logo?e=1779321600&v=beta&t=Qk88VIusV_8RJ350rIfSo-GRmIHSHEF5OxOoK1f9Uuk;-;https://www.linkedin.com/company/vertiv/about/;IT;Oracle;vertiv;2.0;https://www.linkedin.com/jobs/view/4386488895/;https://egup.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/20268627?utm_medium=jobboard&utm_source=linkedin;On-site;Mid;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
88;Very Tecnologia;Gerente de Projetos (Segmento de Governo);São Paulo (SP);29/04 22:00;https://www.linkedin.com/jobs/view/4408701518/;https://media.licdn.com/dms/image/v2/D4D0BAQGPMgipWX8FVw/company-logo_100_100/company-logo_100_100/0/1691010791666/very_tecnologia_logo?e=1779321600&v=beta&t=TrsQgeSHgyqahfyNRhZSdIM4-BOOzoxgap8ftBNhkkI;Middle > Manager;https://www.linkedin.com/company/very-tecnologia/about/;Government;Unknown/Error;very tecnologia;1.0;https://www.linkedin.com/jobs/view/4408701518/;;On-site;Mid, Liderança/Gerência;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
89;Vivo (Telefônica Brasil);Gerente Projetos | São Paulo;São Paulo (SP);29/04 21:00;https://www.linkedin.com/jobs/view/4407085629/;https://media.licdn.com/dms/image/v2/D4D0BAQGuAf77phT5hA/company-logo_100_100/B4DZ2WR_zhHYAQ-/0/1776342794413/vivo_telefonicabr_logo?e=1779321600&v=beta&t=JBV0Ju79ro0i3pQQWOi33_vDYx7mjK_45yHzb4hVJSU;Middle > Manager;https://www.linkedin.com/company/vivo-telef-nica-brasil/about/;Marketing;Gupy;vivo (telefônica brasil);4.0;https://www.linkedin.com/jobs/view/4407085629/;https://vivo.gupy.io/jobs/11219854?jobBoardSource=linkedin;Hybrid;Mid, Liderança/Gerência;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
90;W-Energy Economia de Água e Energia;Gerente de Projeto;São Paulo (SP);29/04 22:00;https://www.linkedin.com/jobs/view/4408700572/;https://media.licdn.com/dms/image/v2/C510BAQHcXDrwI5CbVQ/company-logo_100_100/company-logo_100_100/0/1631375218396?e=1779321600&v=beta&t=VPQZrjYNmg21uf488eq2VtubuJf8A-OPLfoDzX5Kj1k;Middle > Manager;https://www.linkedin.com/company/w-energy-economia-de-gua-e-energia/about/;Energy;Solidês;w-energy economia de água e energia;1.0;https://www.linkedin.com/jobs/view/4408700572/;https://talentoswenergy.vagas.solides.com.br/vaga/838251?origem=linkedin;On-site;Mid, Liderança/Gerência;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
91;americanas s.a.;Analista de Projetos Júnior | Planejamento CSC;Rio de Janeiro (RJ);29/04 17:00;https://www.linkedin.com/jobs/view/4394708824/;https://media.licdn.com/dms/image/v2/D4D0BAQEoMTZW5hktPw/company-logo_100_100/company-logo_100_100/0/1688744936290/americanas_sa_logo?e=1779321600&v=beta&t=muBUBUhcmt_fQntNGYGqdHUbeEuchx5hPbYF1srB9NY;Advanced > Specialist;https://www.linkedin.com/company/americanas-s-a/about/;Marketing;Gupy;americanas s.a.;1.0;https://www.linkedin.com/jobs/view/4394708824/;https://americanas.gupy.io/jobs/11096626?jobBoardSource=linkedin;On-site;Junior, Associate;30/04/2026;Rio de Janeiro;Rio de Janeiro;RJ;Região Sudeste;Brasil;América do Sul
92;eStoreLabs;Project Manager | Marketing | Pharma | US;SP;30/04 09:00;https://www.linkedin.com/jobs/view/4408772641/;https://media.licdn.com/dms/image/v2/C4E0BAQEZv0Zt1x3A5w/company-logo_100_100/company-logo_100_100/0/1649406081651/estorelabs_logo?e=1779321600&v=beta&t=jXYuM97wEbHNVWoI8OQMbKJmnKIYB7pV2knH99Zgx6U;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/estorelabs/about/;Healthcare;Traffit;estorelabs;1.0;https://www.linkedin.com/jobs/view/4408772641/;https://estorelabs.traffit.com/public/form/a/4c833cb83460f384f27bab6ae1a38b1977476d6f?source=linkedin.com;Remote;Liderança/Gerência, Marketing/Mídia;30/04/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
93;myGwork - LGBTQ+ Business Community;Clinical Trials Project Manager II (Bilingual);São Paulo (SP);30/04 09:00;https://www.linkedin.com/jobs/view/4406467708/;https://media.licdn.com/dms/image/v2/D4E0BAQEVDrt8sev5eA/company-logo_100_100/company-logo_100_100/0/1705496448722/mygwork_logo?e=1779321600&v=beta&t=D8rwPwYdQV8-9-_5DouwY8Z0nYB6FIJsnKkNp0D9F1w;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/mygwork-lgbtq-business-community/about/;IT;Company Website (mygwork.com);mygwork - lgbtq+ business community;3.0;https://www.linkedin.com/jobs/view/4406467708/;;On-site;Inglês Fluente/Avançado, Liderança/Gerência, Saúde/Pesquisa;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
94;myGwork - LGBTQ+ Business Community;Líder de Projeto (Spin-off) Projeto Osprey – Prazo Determinado até dezembro/2026;São Paulo (SP);29/04 17:00;https://www.linkedin.com/jobs/view/4406468657/;https://media.licdn.com/dms/image/v2/D4E0BAQEVDrt8sev5eA/company-logo_100_100/company-logo_100_100/0/1705496448722/mygwork_logo?e=1779321600&v=beta&t=D8rwPwYdQV8-9-_5DouwY8Z0nYB6FIJsnKkNp0D9F1w;-;https://www.linkedin.com/company/mygwork-lgbtq-business-community/about/;IT;Company Website (mygwork.com);mygwork - lgbtq+ business community;3.0;https://www.linkedin.com/jobs/view/4406468657/;;Hybrid;Mid, Liderança/Gerência, Coach;30/04/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
